collection_name	track_name	artist_name	track_number	release_date	apple_collection_view_url	apple_track_view_url	youtube_collection_name	youtube_track_name	youtube_collection_view_url	youtube_track_view_url
PUNK IT!TOUHOU! IOSYS HITS PUNK COVERS (IOSYS HITS PUNK COVERS)	アーティフィシャル・チルドレン(PUNK COVER)	IOSYS	6	2013-03-31 12:00:00 UTC	https://music.apple.com/jp/album/punk-it-touhou-iosys-hits-punk-covers/1437880404?uo=4	https://music.apple.com/jp/album/%E3%82%A2%E3%83%BC%E3%83%86%E3%82%A3%E3%83%95%E3%82%A3%E3%82%B7%E3%83%A3%E3%83%AB-%E3%83%81%E3%83%AB%E3%83%89%E3%83%AC%E3%83%B3-punk-cover/1437880404?i=1437880410&uo=4	PUNK IT!TOUHOU! -IOSYS HITS PUNK COVERS-	アーティフィシャル・チルドレン(PUNK COVER)	https://music.youtube.com/browse/MPREb_iW0S4p1xJ1F	https://music.youtube.com/watch?v=IuNH8xUZiVQ
PUNK IT!TOUHOU! IOSYS HITS PUNK COVERS (IOSYS HITS PUNK COVERS)	Phantasmagoria mystical expectation(PUNK COVER)	IOSYS	7	2013-03-31 12:00:00 UTC	https://music.apple.com/jp/album/punk-it-touhou-iosys-hits-punk-covers/1437880404?uo=4	https://music.apple.com/jp/album/phantasmagoria-mystical-expectation-punk-cover/1437880404?i=1437880411&uo=4	PUNK IT!TOUHOU! -IOSYS HITS PUNK COVERS-	Phantasmagoria mystical expectation(PUNK COVER)	https://music.youtube.com/browse/MPREb_iW0S4p1xJ1F	https://music.youtube.com/watch?v=SOam-To2BeQ
PUNK IT!TOUHOU! IOSYS HITS PUNK COVERS (IOSYS HITS PUNK COVERS)	Miracle∞Hinacle(PUNK COVER)	IOSYS	8	2013-03-31 12:00:00 UTC	https://music.apple.com/jp/album/punk-it-touhou-iosys-hits-punk-covers/1437880404?uo=4	https://music.apple.com/jp/album/miracle-hinacle-punk-cover/1437880404?i=1437880412&uo=4	PUNK IT!TOUHOU! -IOSYS HITS PUNK COVERS-	Miracle∞Hinacle(PUNK COVER)	https://music.youtube.com/browse/MPREb_iW0S4p1xJ1F	https://music.youtube.com/watch?v=_rBb1ZN95IU
暗黒能楽集・心綺楼 (東方心綺楼 ORIGINAL SOUND TRACK)	心綺楼祭囃子	あきやまうに	1	2013-08-12 12:00:00 UTC	https://music.apple.com/jp/album/ankokunougakushuu-shinkirou-touhou-shinkirou-original/1437762784?uo=4	https://music.apple.com/jp/album/%E5%BF%83%E7%B6%BA%E6%A5%BC%E7%A5%AD%E5%9B%83%E5%AD%90/1437762784?i=1437763076&uo=4	暗黒能楽集・心綺楼 (東方心綺楼 ORIGINAL SOUND TRACK)	心綺楼祭囃子	https://music.youtube.com/browse/MPREb_BwTOUcno711	https://music.youtube.com/watch?v=IPY-ONoxuDA
暗黒能楽集・心綺楼 (東方心綺楼 ORIGINAL SOUND TRACK)	演者選択	あきやまうに	2	2013-08-12 12:00:00 UTC	https://music.apple.com/jp/album/ankokunougakushuu-shinkirou-touhou-shinkirou-original/1437762784?uo=4	https://music.apple.com/jp/album/%E6%BC%94%E8%80%85%E9%81%B8%E6%8A%9E/1437762784?i=1437763077&uo=4	暗黒能楽集・心綺楼 (東方心綺楼 ORIGINAL SOUND TRACK)	演者選択	https://music.youtube.com/browse/MPREb_BwTOUcno711	https://music.youtube.com/watch?v=iH8FDFD4BwA
暗黒能楽集・心綺楼 (東方心綺楼 ORIGINAL SOUND TRACK)	使われなかった場所	あきやまうに	3	2013-08-12 12:00:00 UTC	https://music.apple.com/jp/album/ankokunougakushuu-shinkirou-touhou-shinkirou-original/1437762784?uo=4	https://music.apple.com/jp/album/%E4%BD%BF%E3%82%8F%E3%82%8C%E3%81%AA%E3%81%8B%E3%81%A3%E3%81%9F%E5%A0%B4%E6%89%80/1437762784?i=1437763078&uo=4	暗黒能楽集・心綺楼 (東方心綺楼 ORIGINAL SOUND TRACK)	使われなかった場所	https://music.youtube.com/browse/MPREb_BwTOUcno711	https://music.youtube.com/watch?v=0t6Dea-jGQ8
暗黒能楽集・心綺楼 (東方心綺楼 ORIGINAL SOUND TRACK)	人気爆発/博麗霊夢	あきやまうに	4	2013-08-12 12:00:00 UTC	https://music.apple.com/jp/album/ankokunougakushuu-shinkirou-touhou-shinkirou-original/1437762784?uo=4	https://music.apple.com/jp/album/%E4%BA%BA%E6%B0%97%E7%88%86%E7%99%BA-%E5%8D%9A%E9%BA%97%E9%9C%8A%E5%A4%A2/1437762784?i=1437763079&uo=4	暗黒能楽集・心綺楼 (東方心綺楼 ORIGINAL SOUND TRACK)	人気爆発/博麗霊夢	https://music.youtube.com/browse/MPREb_BwTOUcno711	https://music.youtube.com/watch?v=-7NoA1JGVyc
暗黒能楽集・心綺楼 (東方心綺楼 ORIGINAL SOUND TRACK)	人気爆発/霧雨魔理沙	あきやまうに	5	2013-08-12 12:00:00 UTC	https://music.apple.com/jp/album/ankokunougakushuu-shinkirou-touhou-shinkirou-original/1437762784?uo=4	https://music.apple.com/jp/album/%E4%BA%BA%E6%B0%97%E7%88%86%E7%99%BA-%E9%9C%A7%E9%9B%A8%E9%AD%94%E7%90%86%E6%B2%99/1437762784?i=1437763080&uo=4	暗黒能楽集・心綺楼 (東方心綺楼 ORIGINAL SOUND TRACK)	人気爆発/霧雨魔理沙	https://music.youtube.com/browse/MPREb_BwTOUcno711	https://music.youtube.com/watch?v=H8vsSxiSjIU
暗黒能楽集・心綺楼 (東方心綺楼 ORIGINAL SOUND TRACK)	人気爆発/雲居一輪&雲山	あきやまうに	6	2013-08-12 12:00:00 UTC	https://music.apple.com/jp/album/ankokunougakushuu-shinkirou-touhou-shinkirou-original/1437762784?uo=4	https://music.apple.com/jp/album/%E4%BA%BA%E6%B0%97%E7%88%86%E7%99%BA-%E9%9B%B2%E5%B1%85%E4%B8%80%E8%BC%AA-%E9%9B%B2%E5%B1%B1/1437762784?i=1437763081&uo=4	暗黒能楽集・心綺楼 (東方心綺楼 ORIGINAL SOUND TRACK)	人気爆発/雲居一輪&雲山	https://music.youtube.com/browse/MPREb_BwTOUcno711	https://music.youtube.com/watch?v=S_0guwdbNgU
暗黒能楽集・心綺楼 (東方心綺楼 ORIGINAL SOUND TRACK)	人気爆発/聖白蓮	あきやまうに	7	2013-08-12 12:00:00 UTC	https://music.apple.com/jp/album/ankokunougakushuu-shinkirou-touhou-shinkirou-original/1437762784?uo=4	https://music.apple.com/jp/album/%E4%BA%BA%E6%B0%97%E7%88%86%E7%99%BA-%E8%81%96%E7%99%BD%E8%93%AE/1437762784?i=1437763082&uo=4	暗黒能楽集・心綺楼 (東方心綺楼 ORIGINAL SOUND TRACK)	人気爆発/聖白蓮	https://music.youtube.com/browse/MPREb_BwTOUcno711	https://music.youtube.com/watch?v=RIg9Y91YwQ8
暗黒能楽集・心綺楼 (東方心綺楼 ORIGINAL SOUND TRACK)	人気爆発/物部布都	あきやまうに	8	2013-08-12 12:00:00 UTC	https://music.apple.com/jp/album/ankokunougakushuu-shinkirou-touhou-shinkirou-original/1437762784?uo=4	https://music.apple.com/jp/album/%E4%BA%BA%E6%B0%97%E7%88%86%E7%99%BA-%E7%89%A9%E9%83%A8%E5%B8%83%E9%83%BD/1437762784?i=1437763083&uo=4	暗黒能楽集・心綺楼 (東方心綺楼 ORIGINAL SOUND TRACK)	人気爆発/物部布都	https://music.youtube.com/browse/MPREb_BwTOUcno711	https://music.youtube.com/watch?v=qdqnaztoUUc
暗黒能楽集・心綺楼 (東方心綺楼 ORIGINAL SOUND TRACK)	人気爆発/豊聡耳神子	あきやまうに	9	2013-08-12 12:00:00 UTC	https://music.apple.com/jp/album/ankokunougakushuu-shinkirou-touhou-shinkirou-original/1437762784?uo=4	https://music.apple.com/jp/album/%E4%BA%BA%E6%B0%97%E7%88%86%E7%99%BA-%E8%B1%8A%E8%81%A1%E8%80%B3%E7%A5%9E%E5%AD%90/1437762784?i=1437763084&uo=4	暗黒能楽集・心綺楼 (東方心綺楼 ORIGINAL SOUND TRACK)	人気爆発/豊聡耳神子	https://music.youtube.com/browse/MPREb_BwTOUcno711	https://music.youtube.com/watch?v=AFti4PHCvGo
暗黒能楽集・心綺楼 (東方心綺楼 ORIGINAL SOUND TRACK)	人気爆発/河城にとり	あきやまうに	10	2013-08-12 12:00:00 UTC	https://music.apple.com/jp/album/ankokunougakushuu-shinkirou-touhou-shinkirou-original/1437762784?uo=4	https://music.apple.com/jp/album/%E4%BA%BA%E6%B0%97%E7%88%86%E7%99%BA-%E6%B2%B3%E5%9F%8E%E3%81%AB%E3%81%A8%E3%82%8A/1437762784?i=1437763085&uo=4	暗黒能楽集・心綺楼 (東方心綺楼 ORIGINAL SOUND TRACK)	人気爆発/河城にとり	https://music.youtube.com/browse/MPREb_BwTOUcno711	https://music.youtube.com/watch?v=NCqyJJKJjgA
暗黒能楽集・心綺楼 (東方心綺楼 ORIGINAL SOUND TRACK)	人気爆発/古明地こいし	あきやまうに	11	2013-08-12 12:00:00 UTC	https://music.apple.com/jp/album/ankokunougakushuu-shinkirou-touhou-shinkirou-original/1437762784?uo=4	https://music.apple.com/jp/album/%E4%BA%BA%E6%B0%97%E7%88%86%E7%99%BA-%E5%8F%A4%E6%98%8E%E5%9C%B0%E3%81%93%E3%81%84%E3%81%97/1437762784?i=1437763086&uo=4	暗黒能楽集・心綺楼 (東方心綺楼 ORIGINAL SOUND TRACK)	人気爆発/古明地こいし	https://music.youtube.com/browse/MPREb_BwTOUcno711	https://music.youtube.com/watch?v=C_3EKrSh-Zc
暗黒能楽集・心綺楼 (東方心綺楼 ORIGINAL SOUND TRACK)	人気爆発/二ッ岩マミゾウ	あきやまうに	12	2013-08-12 12:00:00 UTC	https://music.apple.com/jp/album/ankokunougakushuu-shinkirou-touhou-shinkirou-original/1437762784?uo=4	https://music.apple.com/jp/album/%E4%BA%BA%E6%B0%97%E7%88%86%E7%99%BA-%E4%BA%8C%E3%83%83%E5%B2%A9%E3%83%9E%E3%83%9F%E3%82%BE%E3%82%A6/1437762784?i=1437763087&uo=4	暗黒能楽集・心綺楼 (東方心綺楼 ORIGINAL SOUND TRACK)	人気爆発/二ッ岩マミゾウ	https://music.youtube.com/browse/MPREb_BwTOUcno711	https://music.youtube.com/watch?v=cOK9EKA83LU
暗黒能楽集・心綺楼 (東方心綺楼 ORIGINAL SOUND TRACK)	人気爆発/秦こころ	あきやまうに	13	2013-08-12 12:00:00 UTC	https://music.apple.com/jp/album/ankokunougakushuu-shinkirou-touhou-shinkirou-original/1437762784?uo=4	https://music.apple.com/jp/album/%E4%BA%BA%E6%B0%97%E7%88%86%E7%99%BA-%E7%A7%A6%E3%81%93%E3%81%93%E3%82%8D/1437762784?i=1437763088&uo=4	暗黒能楽集・心綺楼 (東方心綺楼 ORIGINAL SOUND TRACK)	人気爆発/秦こころ	https://music.youtube.com/browse/MPREb_BwTOUcno711	https://music.youtube.com/watch?v=gQDjW9gJA34
暗黒能楽集・心綺楼 (東方心綺楼 ORIGINAL SOUND TRACK)	ラストワード発動	あきやまうに	14	2013-08-12 12:00:00 UTC	https://music.apple.com/jp/album/ankokunougakushuu-shinkirou-touhou-shinkirou-original/1437762784?uo=4	https://music.apple.com/jp/album/%E3%83%A9%E3%82%B9%E3%83%88%E3%83%AF%E3%83%BC%E3%83%89%E7%99%BA%E5%8B%95/1437762784?i=1437763089&uo=4	暗黒能楽集・心綺楼 (東方心綺楼 ORIGINAL SOUND TRACK)	ラストワード発動	https://music.youtube.com/browse/MPREb_BwTOUcno711	https://music.youtube.com/watch?v=0vgab0X0JmM
暗黒能楽集・心綺楼 (東方心綺楼 ORIGINAL SOUND TRACK)	官板黄昏新聞	あきやまうに	15	2013-08-12 12:00:00 UTC	https://music.apple.com/jp/album/ankokunougakushuu-shinkirou-touhou-shinkirou-original/1437762784?uo=4	https://music.apple.com/jp/album/%E5%AE%98%E6%9D%BF%E9%BB%84%E6%98%8F%E6%96%B0%E8%81%9E/1437762784?i=1437763090&uo=4	暗黒能楽集・心綺楼 (東方心綺楼 ORIGINAL SOUND TRACK)	官板黄昏新聞	https://music.youtube.com/browse/MPREb_BwTOUcno711	https://music.youtube.com/watch?v=YSXX89XHDs8
暗黒能楽集・心綺楼 (東方心綺楼 ORIGINAL SOUND TRACK)	亡失のエモーション (Arrange Version)	あきやまうに	16	2013-08-12 12:00:00 UTC	https://music.apple.com/jp/album/ankokunougakushuu-shinkirou-touhou-shinkirou-original/1437762784?uo=4	https://music.apple.com/jp/album/%E4%BA%A1%E5%A4%B1%E3%81%AE%E3%82%A8%E3%83%A2%E3%83%BC%E3%82%B7%E3%83%A7%E3%83%B3-arrange-version/1437762784?i=1437763091&uo=4	暗黒能楽集・心綺楼 (東方心綺楼 ORIGINAL SOUND TRACK)	亡失のエモーション (Arrange Version)	https://music.youtube.com/browse/MPREb_BwTOUcno711	https://music.youtube.com/watch?v=bRoCM-FYGJo
暗黒能楽集・心綺楼 (東方心綺楼 ORIGINAL SOUND TRACK)	芥川龍之介の河童 ~ Candid Friend (8bit)	あきやまうに	17	2013-08-12 12:00:00 UTC	https://music.apple.com/jp/album/ankokunougakushuu-shinkirou-touhou-shinkirou-original/1437762784?uo=4	https://music.apple.com/jp/album/%E8%8A%A5%E5%B7%9D%E9%BE%8D%E4%B9%8B%E4%BB%8B%E3%81%AE%E6%B2%B3%E7%AB%A5-candid-friend-8bit/1437762784?i=1437763092&uo=4	暗黒能楽集・心綺楼 (東方心綺楼 ORIGINAL SOUND TRACK)	芥川龍之介の河童 ~ Candid Friend (8bit)	https://music.youtube.com/browse/MPREb_BwTOUcno711	https://music.youtube.com/watch?v=r4H7bI9cozw
幽閉樂祭~早春の宴~(幻想万華鏡OP主題歌「色は匂へど散りぬるを」「泡沫、哀のまほろば」収録) [with senya]	泡沫、哀のまほろば(with senya) <幻想万華鏡 永夜異変の章 OP主題歌>	幽閉サテライト	14	2013-12-29 12:00:00 UTC	https://music.apple.com/jp/album/yuuhei-gakusai-sousyun-no-utage-gensoumangekyou-op/1456069376?uo=4	https://music.apple.com/jp/album/%E6%B3%A1%E6%B2%AB-%E5%93%80%E3%81%AE%E3%81%BE%E3%81%BB%E3%82%8D%E3%81%B0-with-senya-%E5%B9%BB%E6%83%B3%E4%B8%87%E8%8F%AF%E9%8F%A1-%E6%B0%B8%E5%A4%9C%E7%95%B0%E5%A4%89%E3%81%AE%E7%AB%A0-op%E4%B8%BB%E9%A1%8C%E6%AD%8C/1456069376?i=1456069378&uo=4	幽閉樂祭~早春の宴~(幻想万華鏡OP主題歌「色は匂へど散りぬるを」「泡沫、哀のまほろば」収録)	泡沫、哀のまほろば(with senya) <幻想万華鏡 永夜異変の章 OP主題歌>	https://music.youtube.com/browse/MPREb_RNPqbOZwlcY	https://music.youtube.com/watch?v=iVZK6cY1x-w
華麗なる静寂 - EP (with senya)	夜桜に君を隠して(Instrumental) [with senya]	幽閉サテライト	1	2013-12-30 12:00:00 UTC	https://music.apple.com/jp/album/karei-naru-seijaku-ep-with-senya/1456069274?uo=4	https://music.apple.com/jp/album/%E5%A4%9C%E6%A1%9C%E3%81%AB%E5%90%9B%E3%82%92%E9%9A%A0%E3%81%97%E3%81%A6-instrumental-with-senya/1456069274?i=1456069275&uo=4	華麗なる静寂	夜桜に君を隠して(Instrumental) [with senya]	https://music.youtube.com/browse/MPREb_o5yQRM6e8WY	https://music.youtube.com/watch?v=QK-ZOoDbOTw
華麗なる静寂 - EP (with senya)	嘘付きフォルテッシモ(Instrumental) [with senya]	幽閉サテライト	2	2013-12-30 12:00:00 UTC	https://music.apple.com/jp/album/karei-naru-seijaku-ep-with-senya/1456069274?uo=4	https://music.apple.com/jp/album/%E5%98%98%E4%BB%98%E3%81%8D%E3%83%95%E3%82%A9%E3%83%AB%E3%83%86%E3%83%83%E3%82%B7%E3%83%A2-instrumental-with-senya/1456069274?i=1456069278&uo=4	華麗なる静寂	嘘付きフォルテッシモ(Instrumental) [with senya]	https://music.youtube.com/browse/MPREb_o5yQRM6e8WY	https://music.youtube.com/watch?v=0KUqjDQeh18
華麗なる静寂 - EP (with senya)	IRON RAIN~密室の懺悔~(Instrumental) [with senya]	幽閉サテライト	3	2013-12-30 12:00:00 UTC	https://music.apple.com/jp/album/karei-naru-seijaku-ep-with-senya/1456069274?uo=4	https://music.apple.com/jp/album/iron-rain-%E5%AF%86%E5%AE%A4%E3%81%AE%E6%87%BA%E6%82%94-instrumental-with-senya/1456069274?i=1456069279&uo=4	華麗なる静寂	IRON RAIN~密室の懺悔~(Instrumental) [with senya]	https://music.youtube.com/browse/MPREb_o5yQRM6e8WY	https://music.youtube.com/watch?v=4qVoNH-kC18
華麗なる静寂 - EP (with senya)	弱虫ナイフ(Instrumental) [with senya]	幽閉サテライト	4	2013-12-30 12:00:00 UTC	https://music.apple.com/jp/album/karei-naru-seijaku-ep-with-senya/1456069274?uo=4	https://music.apple.com/jp/album/%E5%BC%B1%E8%99%AB%E3%83%8A%E3%82%A4%E3%83%95-instrumental-with-senya/1456069274?i=1456069280&uo=4	華麗なる静寂	弱虫ナイフ(Instrumental) [with senya]	https://music.youtube.com/browse/MPREb_o5yQRM6e8WY	https://music.youtube.com/watch?v=sS_5mMD136c
華麗なる静寂 - EP (with senya)	硝子的サイコロジー(Instrumental) [with senya]	幽閉サテライト	5	2013-12-30 12:00:00 UTC	https://music.apple.com/jp/album/karei-naru-seijaku-ep-with-senya/1456069274?uo=4	https://music.apple.com/jp/album/%E7%A1%9D%E5%AD%90%E7%9A%84%E3%82%B5%E3%82%A4%E3%82%B3%E3%83%AD%E3%82%B8%E3%83%BC-instrumental-with-senya/1456069274?i=1456069281&uo=4	華麗なる静寂	硝子的サイコロジー(Instrumental) [with senya]	https://music.youtube.com/browse/MPREb_o5yQRM6e8WY	https://music.youtube.com/watch?v=ITveh5e4fV0
華麗なる静寂 - EP (with senya)	色は匂へど散りぬるを(Instrumental) [with senya]	幽閉サテライト	6	2013-12-30 12:00:00 UTC	https://music.apple.com/jp/album/karei-naru-seijaku-ep-with-senya/1456069274?uo=4	https://music.apple.com/jp/album/%E8%89%B2%E3%81%AF%E5%8C%82%E3%81%B8%E3%81%A9%E6%95%A3%E3%82%8A%E3%81%AC%E3%82%8B%E3%82%92-instrumental-with-senya/1456069274?i=1456069282&uo=4	華麗なる静寂	色は匂へど散りぬるを(Instrumental) [with senya]	https://music.youtube.com/browse/MPREb_o5yQRM6e8WY	https://music.youtube.com/watch?v=O_nAANWR5E4
PUNK IT!TOUHOU!2 IOSYS HITS PUNK COVERS (IOSYS HITS PUNK COVERS)	ロマンチック早苗ラブ(PUNK COVER)	IOSYS	1	2014-02-02 12:00:00 UTC	https://music.apple.com/jp/album/punk-it-touhou-2-iosys-hits-punk-covers/1437880708?uo=4	https://music.apple.com/jp/album/%E3%83%AD%E3%83%9E%E3%83%B3%E3%83%81%E3%83%83%E3%82%AF%E6%97%A9%E8%8B%97%E3%83%A9%E3%83%96-punk-cover/1437880708?i=1437880709&uo=4	PUNK IT!TOUHOU!2 -IOSYS HITS PUNK COVERS-	ロマンチック早苗ラブ(PUNK IT 2)	https://music.youtube.com/browse/MPREb_wZYqMCsreez	https://music.youtube.com/watch?v=DfFn0ftz6Bs
PUNK IT!TOUHOU!2 IOSYS HITS PUNK COVERS (IOSYS HITS PUNK COVERS)	コミカルなミシャグジとラジエーション(PUNK COVER)	IOSYS	2	2014-02-02 12:00:00 UTC	https://music.apple.com/jp/album/punk-it-touhou-2-iosys-hits-punk-covers/1437880708?uo=4	https://music.apple.com/jp/album/%E3%82%B3%E3%83%9F%E3%82%AB%E3%83%AB%E3%81%AA%E3%83%9F%E3%82%B7%E3%83%A3%E3%82%B0%E3%82%B8%E3%81%A8%E3%83%A9%E3%82%B8%E3%82%A8%E3%83%BC%E3%82%B7%E3%83%A7%E3%83%B3-punk-cover/1437880708?i=1437880710&uo=4	PUNK IT!TOUHOU!2 -IOSYS HITS PUNK COVERS-	コミカルなミシャグジとラジエーション(PUNK IT 2)	https://music.youtube.com/browse/MPREb_wZYqMCsreez	https://music.youtube.com/watch?v=wpsvV2RfpCo
PUNK IT!TOUHOU!2 IOSYS HITS PUNK COVERS (IOSYS HITS PUNK COVERS)	断罪ヤマザナドゥ!(PUNK COVER)	IOSYS	3	2014-02-02 12:00:00 UTC	https://music.apple.com/jp/album/punk-it-touhou-2-iosys-hits-punk-covers/1437880708?uo=4	https://music.apple.com/jp/album/%E6%96%AD%E7%BD%AA%E3%83%A4%E3%83%9E%E3%82%B6%E3%83%8A%E3%83%89%E3%82%A5-punk-cover/1437880708?i=1437880711&uo=4	PUNK IT!TOUHOU!2 -IOSYS HITS PUNK COVERS-	断罪ヤマザナドゥ！(PUNK IT 2)	https://music.youtube.com/browse/MPREb_wZYqMCsreez	https://music.youtube.com/watch?v=pvxJ_YZjilo
PUNK IT!TOUHOU!2 IOSYS HITS PUNK COVERS (IOSYS HITS PUNK COVERS)	博麗神社町内会音頭(PUNK COVER)	IOSYS	4	2014-02-02 12:00:00 UTC	https://music.apple.com/jp/album/punk-it-touhou-2-iosys-hits-punk-covers/1437880708?uo=4	https://music.apple.com/jp/album/%E5%8D%9A%E9%BA%97%E7%A5%9E%E7%A4%BE%E7%94%BA%E5%86%85%E4%BC%9A%E9%9F%B3%E9%A0%AD-punk-cover/1437880708?i=1437880712&uo=4	PUNK IT!TOUHOU!2 -IOSYS HITS PUNK COVERS-	博麗神社町内会音頭(PUNK IT 2)	https://music.youtube.com/browse/MPREb_wZYqMCsreez	https://music.youtube.com/watch?v=L7j3qX6jUgA
PUNK IT!TOUHOU!2 IOSYS HITS PUNK COVERS (IOSYS HITS PUNK COVERS)	おしえてほしいよ☆けーねせんせい(PUNK COVER)	IOSYS	5	2014-02-02 12:00:00 UTC	https://music.apple.com/jp/album/punk-it-touhou-2-iosys-hits-punk-covers/1437880708?uo=4	https://music.apple.com/jp/album/%E3%81%8A%E3%81%97%E3%81%88%E3%81%A6%E3%81%BB%E3%81%97%E3%81%84%E3%82%88-%E3%81%91%E3%83%BC%E3%81%AD%E3%81%9B%E3%82%93%E3%81%9B%E3%81%84-punk-cover/1437880708?i=1437880713&uo=4	PUNK IT!TOUHOU!2 -IOSYS HITS PUNK COVERS-	おしえてほしいよ☆けーねせんせい(PUNK IT 2)	https://music.youtube.com/browse/MPREb_wZYqMCsreez	https://music.youtube.com/watch?v=ZKEFofookOQ
PUNK IT!TOUHOU!2 IOSYS HITS PUNK COVERS (IOSYS HITS PUNK COVERS)	あたしまりさ(PUNK COVER)	IOSYS	6	2014-02-02 12:00:00 UTC	https://music.apple.com/jp/album/punk-it-touhou-2-iosys-hits-punk-covers/1437880708?uo=4	https://music.apple.com/jp/album/%E3%81%82%E3%81%9F%E3%81%97%E3%81%BE%E3%82%8A%E3%81%95-punk-cover/1437880708?i=1437880714&uo=4	PUNK IT!TOUHOU!2 -IOSYS HITS PUNK COVERS-	あたしまりさ(PUNK IT 2)	https://music.youtube.com/browse/MPREb_wZYqMCsreez	https://music.youtube.com/watch?v=aHaGWiCYbwQ
PUNK IT!TOUHOU!2 IOSYS HITS PUNK COVERS (IOSYS HITS PUNK COVERS)	アリス→デレ(PUNK COVER)	IOSYS	7	2014-02-02 12:00:00 UTC	https://music.apple.com/jp/album/punk-it-touhou-2-iosys-hits-punk-covers/1437880708?uo=4	https://music.apple.com/jp/album/%E3%82%A2%E3%83%AA%E3%82%B9-%E3%83%87%E3%83%AC-punk-cover/1437880708?i=1437880715&uo=4	PUNK IT!TOUHOU!2 -IOSYS HITS PUNK COVERS-	アリス→デレ(PUNK IT 2)	https://music.youtube.com/browse/MPREb_wZYqMCsreez	https://music.youtube.com/watch?v=2lTuppNPYLM
PUNK IT!TOUHOU!2 IOSYS HITS PUNK COVERS (IOSYS HITS PUNK COVERS)	タイヨウノハナ(PUNK COVER)	IOSYS	8	2014-02-02 12:00:00 UTC	https://music.apple.com/jp/album/punk-it-touhou-2-iosys-hits-punk-covers/1437880708?uo=4	https://music.apple.com/jp/album/%E3%82%BF%E3%82%A4%E3%83%A8%E3%82%A6%E3%83%8E%E3%83%8F%E3%83%8A-punk-cover/1437880708?i=1437880716&uo=4	PUNK IT!TOUHOU!2 -IOSYS HITS PUNK COVERS-	タイヨウノハナ(PUNK IT 2)	https://music.youtube.com/browse/MPREb_wZYqMCsreez	https://music.youtube.com/watch?v=CZ6fHAv4-fY
幽閉樂祭2014~春の奏宴~(幻想万華鏡 紅霧異変の章OP主題歌「月に叢雲華に風」収録) [with senya]	月に叢雲華に風(with senya) <幻想万華鏡 紅霧異変の章 OP主題歌>	幽閉サテライト	7	2011-12-30 12:00:00 UTC	https://music.apple.com/jp/album/yuuhei-gakusai-haru-no-souen-gensoumangekyou-koumuihen/1456069313?uo=4	https://music.apple.com/jp/album/%E6%9C%88%E3%81%AB%E5%8F%A2%E9%9B%B2%E8%8F%AF%E3%81%AB%E9%A2%A8-with-senya-%E5%B9%BB%E6%83%B3%E4%B8%87%E8%8F%AF%E9%8F%A1-%E7%B4%85%E9%9C%A7%E7%95%B0%E5%A4%89%E3%81%AE%E7%AB%A0-op%E4%B8%BB%E9%A1%8C%E6%AD%8C/1456069313?i=1456069315&uo=4	幽閉樂祭2014~春の奏宴~(幻想万華鏡 紅霧異変の章OP主題歌「月に叢雲華に風」収録)	月に叢雲華に風(with senya) <幻想万華鏡 紅霧異変の章 OP主題歌>	https://music.youtube.com/browse/MPREb_1wZdFlCsAb0	https://music.youtube.com/watch?v=8xDm0Ai3cE0
彼方への静寂 - EP (with senya)	三千世界(Instrumental) [with senya]	幽閉サテライト	1	2014-05-11 12:00:00 UTC	https://music.apple.com/jp/album/kanata-heno-seijaku-ep-with-senya/1456069546?uo=4	https://music.apple.com/jp/album/%E4%B8%89%E5%8D%83%E4%B8%96%E7%95%8C-instrumental-with-senya/1456069546?i=1456069547&uo=4	彼方への静寂	三千世界(Instrumental) [with senya]	https://music.youtube.com/browse/MPREb_YiEbVwdh3xe	https://music.youtube.com/watch?v=ayS6gaov9Gk
彼方への静寂 - EP (with senya)	感情ケミストリー(Instrumental) [with senya]	幽閉サテライト	2	2014-05-11 12:00:00 UTC	https://music.apple.com/jp/album/kanata-heno-seijaku-ep-with-senya/1456069546?uo=4	https://music.apple.com/jp/album/%E6%84%9F%E6%83%85%E3%82%B1%E3%83%9F%E3%82%B9%E3%83%88%E3%83%AA%E3%83%BC-instrumental-with-senya/1456069546?i=1456069548&uo=4	彼方への静寂	感情ケミストリー(Instrumental) [with senya]	https://music.youtube.com/browse/MPREb_YiEbVwdh3xe	https://music.youtube.com/watch?v=m9HHZ6UZsdg
彼方への静寂 - EP (with senya)	溺愛エクリプス(Instrumental) [with senya]	幽閉サテライト	3	2014-05-11 12:00:00 UTC	https://music.apple.com/jp/album/kanata-heno-seijaku-ep-with-senya/1456069546?uo=4	https://music.apple.com/jp/album/%E6%BA%BA%E6%84%9B%E3%82%A8%E3%82%AF%E3%83%AA%E3%83%97%E3%82%B9-instrumental-with-senya/1456069546?i=1456069549&uo=4	彼方への静寂	溺愛エクリプス(Instrumental) [with senya]	https://music.youtube.com/browse/MPREb_YiEbVwdh3xe	https://music.youtube.com/watch?v=Jd_eyGTv3u0
